year,sex,member,covered,age,age_group,race,hisp,educ,citizen,state,weight
2015,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Graduate degree,US native,TX,1278.00208
2016,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,MO,1058.5329900000002
2017,Female,FALSE,FALSE,64,55 and over,White,Non-Hispanic,Associate degree,US native,SD,196.04792
2014,Female,FALSE,FALSE,29,25-54,White,Hispanic,Bachelor's degree,US native,FL,1251.81617
2017,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,IN,1197.44402
2017,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Graduate degree,US native,NE,431.56911
2016,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Associate degree,US native,FL,1351.3130800000001
2016,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,MA,925.59176
2016,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,SD,217.52498
2017,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Associate degree,US native,SD,212.26622000000003
2017,Female,FALSE,FALSE,66,55 and over,Asian,Non-Hispanic,Associate degree,"Foreign-born, citizen",LA,561.95166
2017,Male,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Graduate degree,US native,LA,608.53205
2016,Female,FALSE,FALSE,77,55 and over,White,Non-Hispanic,Bachelor's degree,US native,FL,1430.0626200000002
2016,Female,TRUE,TRUE,43,25-54,Black,Non-Hispanic,Associate degree,US native,MD,1218.77749
2017,Female,TRUE,TRUE,44,25-54,Black,Non-Hispanic,Bachelor's degree,US native,MD,1230.58446
2016,Male,TRUE,TRUE,63,55 and over,White,Non-Hispanic,Some college,US native,WA,1357.68812
2016,Female,FALSE,TRUE,33,25-54,White,Hispanic,Bachelor's degree,US native,WA,1514.1816000000001
2014,Female,FALSE,FALSE,66,55 and over,White,Non-Hispanic,Associate degree,US native,GA,1147.24946
2015,Female,FALSE,FALSE,67,55 and over,White,Non-Hispanic,Associate degree,US native,GA,1298.85918
2011,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,CT,380.64949
2010,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,CT,440.71629
2012,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",OR,684.5064199999999
2010,Female,FALSE,TRUE,25,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,797.88288
2013,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Associate degree,US native,NH,186.60679
2012,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Associate degree,US native,NH,179.80669
2015,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Associate degree,US native,MA,1331.0003000000002
2014,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Associate degree,US native,MA,1387.2435799999998
2014,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ND,151.4866
2014,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Associate degree,US native,TX,1297.08812
2014,Female,TRUE,TRUE,46,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,1192.47055
2009,Male,FALSE,FALSE,48,25-54,White,Non-Hispanic,Some college,US native,FL,1362.7244
2011,Female,FALSE,FALSE,35,25-54,White,Hispanic,Associate degree,"Foreign-born, non-citizen",GA,1437.92276
2012,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Bachelor's degree,US native,UT,800.55738
2015,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,AL,692.52167
2010,Female,FALSE,FALSE,25,25-54,Black,Non-Hispanic,Associate degree,US native,OH,1275.94082
2014,Male,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,UT,675.8108
2009,Female,FALSE,FALSE,47,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",VA,1042.0810299999998
2017,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NY,1335.83143
2009,Male,FALSE,FALSE,34,25-54,White,Non-Hispanic,Graduate degree,US native,OH,1375.08969
2017,Female,FALSE,FALSE,68,55 and over,White,Non-Hispanic,Bachelor's degree,US native,KY,1015.5285299999999
2017,Female,TRUE,TRUE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,1217.32027
2016,Female,FALSE,TRUE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,1269.36841
2017,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,NH,363.65092
2016,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Bachelor's degree,US native,NH,341.32247
2016,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Associate degree,US native,KY,936.50312
2017,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Associate degree,US native,KY,1196.29259
2017,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Associate degree,US native,PA,1612.02719
2015,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Some college,US native,AR,603.43534
2016,Male,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Associate degree,US native,TX,1224.18488
2017,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Bachelor's degree,US native,WV,241.57519000000002
2016,Female,FALSE,FALSE,65,55 and over,White,Non-Hispanic,Bachelor's degree,US native,SD,212.61154000000002
2017,Female,TRUE,TRUE,66,55 and over,White,Non-Hispanic,Bachelor's degree,US native,SD,196.11516
2016,Female,FALSE,FALSE,35,25-54,American Indian (Alaskan Native),Non-Hispanic,Associate degree,"Foreign-born, citizen",MT,191.77011
2017,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Bachelor's degree,US native,CT,1256.37851
2017,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,KS,770.15705
2016,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,KS,849.11824
2015,Female,FALSE,FALSE,66,55 and over,White,Non-Hispanic,Associate degree,US native,CA,965.2703100000001
2016,Female,TRUE,TRUE,67,55 and over,White,Non-Hispanic,Associate degree,US native,CA,1098.76796
2017,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Associate degree,US native,MA,912.3115599999999
2012,Male,FALSE,FALSE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,1336.64852
2012,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,1303.22595
2011,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,MN,563.83884
2010,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,MN,539.6893200000001
2009,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,1509.5193100000001
2009,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,UT,749.024
2010,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Associate degree,US native,UT,715.20256
2017,Male,FALSE,FALSE,46,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,572.45404
2017,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,722.61991
2011,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,135.29625000000001
2012,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Associate degree,US native,IN,1067.1748499999999
2011,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Associate degree,US native,IN,1054.95023
2017,Female,TRUE,TRUE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,VT,126.05528
2016,Female,TRUE,TRUE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,VT,115.60605000000001
2017,Female,TRUE,TRUE,47,25-54,White,Non-Hispanic,Bachelor's degree,US native,AK,179.19071
2016,Female,TRUE,TRUE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,AK,143.22175
2017,Female,FALSE,FALSE,65,55 and over,Black,Non-Hispanic,Associate degree,"Foreign-born, citizen",FL,1131.0405500000002
2017,Female,FALSE,FALSE,49,25-54,Black,Non-Hispanic,Graduate degree,US native,FL,2522.39694
2009,Female,FALSE,FALSE,35,25-54,Black,Non-Hispanic,Associate degree,US native,AL,1468.56818
2017,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Graduate degree,US native,WA,1070.7016600000002
2009,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,CT,393.17964
2011,Female,TRUE,TRUE,49,25-54,White,Non-Hispanic,Bachelor's degree,US native,VT,118.04718
2010,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Bachelor's degree,US native,VT,95.20638
2011,Female,FALSE,FALSE,36,25-54,White,Hispanic,Associate degree,"Foreign-born, non-citizen",CT,338.65663
2014,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Graduate degree,US native,IL,1257.34409
2013,Female,FALSE,FALSE,23,16-24,White,Non-Hispanic,Graduate degree,US native,IL,1179.07037
2011,Female,FALSE,FALSE,42,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",IL,1111.19957
2016,Female,FALSE,FALSE,56,55 and over,Black,Non-Hispanic,Associate degree,US native,RI,268.16458
2015,Female,FALSE,FALSE,43,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",DE,273.56383
2016,Female,FALSE,FALSE,45,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",DE,365.43806
2017,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Bachelor's degree,US native,TX,1420.7562
2009,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Graduate degree,US native,AL,1131.2041
2010,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Graduate degree,US native,AL,1079.82669
2015,Female,TRUE,TRUE,69,55 and over,Asian,Non-Hispanic,Bachelor's degree,US native,MO,1288.20291
2014,Female,TRUE,TRUE,68,55 and over,Asian,Non-Hispanic,Bachelor's degree,US native,MO,997.62866
2011,Female,FALSE,FALSE,42,25-54,American Indian (Alaskan Native),Non-Hispanic,Associate degree,US native,OK,543.69214
2009,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Associate degree,US native,MT,259.77082
2015,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,547.66713
2009,Male,FALSE,TRUE,50,25-54,White,Non-Hispanic,Associate degree,US native,MT,281.06577000000004
2012,Female,FALSE,FALSE,39,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",IL,1275.7709399999999
2013,Female,FALSE,FALSE,40,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",IL,1170.80638
2013,Female,FALSE,FALSE,34,25-54,White,Hispanic,Associate degree,"Foreign-born, non-citizen",WV,492.6035
2014,Female,FALSE,FALSE,35,25-54,White,Hispanic,Associate degree,"Foreign-born, non-citizen",WV,628.22963
2009,Female,TRUE,TRUE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,1160.8289
2013,Female,TRUE,TRUE,61,55 and over,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",VT,112.99170999999998
2014,Female,FALSE,FALSE,37,25-54,Black,Non-Hispanic,Some college,US native,IL,1616.03658
2013,Female,FALSE,FALSE,46,25-54,Black,Non-Hispanic,Graduate degree,US native,OH,1610.0077900000001
2014,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Associate degree,US native,OH,1149.15957
2013,Female,FALSE,FALSE,22,16-24,Asian,Non-Hispanic,Bachelor's degree,US native,NV,767.69524
2013,Female,FALSE,FALSE,47,25-54,Asian,Non-Hispanic,Graduate degree,"Foreign-born, citizen",NV,593.94333
2011,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,MO,1177.98719
2013,Female,TRUE,TRUE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,VT,158.02608
2014,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Completed high school,US native,OK,975.03634
2012,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,VT,149.01244
2013,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,VT,145.74318
2013,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Associate degree,US native,MD,707.17391
2014,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Associate degree,US native,MD,650.69452
2012,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,MO,1040.76777
2013,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,MO,1231.78663
2009,Female,FALSE,FALSE,47,25-54,Other,Non-Hispanic,Bachelor's degree,US native,SD,131.6836
2011,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,OK,1173.40436
2009,Female,TRUE,TRUE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,IA,535.50806
2010,Male,FALSE,TRUE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,IA,395.32126
2009,Male,TRUE,TRUE,36,25-54,White,Non-Hispanic,Bachelor's degree,US native,IA,417.5102
2010,Female,TRUE,TRUE,29,25-54,White,Non-Hispanic,Bachelor's degree,US native,IA,496.74264999999997
2011,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Associate degree,US native,MO,1048.71994
2012,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,MO,963.0502399999999
2015,Female,FALSE,TRUE,22,16-24,White,Non-Hispanic,Bachelor's degree,US native,IA,449.60330000000005
2009,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,IA,400.48873
2010,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,KY,931.88358
2014,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Some college,US native,FL,1367.6049699999999
2012,Female,FALSE,FALSE,80,55 and over,White,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",NV,573.26443
2012,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,1473.17596
2011,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,966.0777
2014,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NJ,1212.7850700000001
2015,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NJ,1351.58516
2009,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Bachelor's degree,US native,WI,743.34538
2013,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Graduate degree,US native,MI,1320.2820100000001
2015,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Bachelor's degree,US native,IA,465.95901000000003
2014,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,IA,471.12675
2011,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Associate degree,US native,NC,1484.13608
2010,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Associate degree,US native,NC,1504.43164
2009,Male,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,IA,434.21771
2012,Male,TRUE,TRUE,48,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1293.33384
2014,Male,TRUE,TRUE,31,25-54,Asian,Non-Hispanic,Graduate degree,US native,CA,1398.144
2013,Male,TRUE,TRUE,31,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,CA,1201.36731
2012,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,ID,486.72541
2013,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,ID,470.16531999999995
2010,Female,TRUE,TRUE,63,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CT,398.10668
2009,Female,TRUE,TRUE,27,25-54,White,Non-Hispanic,Graduate degree,US native,CT,460.13766999999996
2010,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,KY,747.0949899999999
2016,Female,FALSE,FALSE,21,16-24,White,Non-Hispanic,Associate degree,US native,AR,560.48266
2012,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,VA,1134.19901
2011,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,VA,983.61553
2010,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,KY,847.9385399999999
2009,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,NE,471.60289
2010,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,NE,443.86385
2013,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Associate degree,US native,AL,1396.38926
2014,Male,TRUE,TRUE,46,25-54,White,Non-Hispanic,Associate degree,US native,PA,1178.9696099999999
2015,Male,TRUE,TRUE,47,25-54,White,Non-Hispanic,Associate degree,US native,PA,1284.80997
2015,Female,FALSE,FALSE,25,25-54,Other,Non-Hispanic,Associate degree,US native,WV,331.3702
2013,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Associate degree,US native,OR,801.59065
2009,Female,FALSE,FALSE,65,55 and over,White,Non-Hispanic,Bachelor's degree,US native,KY,648.35403
2010,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Associate degree,US native,KY,1324.00935
2011,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Some college,US native,VA,1073.22291
2014,Female,FALSE,FALSE,25,25-54,Black,Non-Hispanic,Associate degree,US native,VA,1487.56734
2009,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Associate degree,US native,VA,870.8936
2010,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,VA,947.56312
2014,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,1190.81609
2017,Female,FALSE,FALSE,24,16-24,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",IL,1105.94108
2013,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Associate degree,US native,KY,749.20725
2012,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,KY,617.3002
2014,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Bachelor's degree,US native,VA,1156.14633
2013,Male,TRUE,TRUE,53,25-54,White,Hispanic,Bachelor's degree,US native,CA,1404.67974
2012,Male,TRUE,TRUE,52,25-54,White,Hispanic,Bachelor's degree,US native,CA,1284.3435
2009,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,NH,180.89893
2012,Female,FALSE,FALSE,30,25-54,White,Hispanic,Associate degree,US native,NM,903.0375700000001
2013,Female,FALSE,FALSE,31,25-54,White,Hispanic,Associate degree,US native,NM,714.29845
2017,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CA,1490.07537
2015,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,LA,969.0807699999999
2014,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,LA,1657.1996100000001
2010,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,KY,1202.18239
2013,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Graduate degree,US native,PA,1043.32344
2014,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Associate degree,US native,PA,1402.5408499999999
2017,Male,FALSE,FALSE,49,25-54,White,Non-Hispanic,Associate degree,US native,KY,1179.94832
2017,Female,FALSE,FALSE,49,25-54,Black,Non-Hispanic,Bachelor's degree,US native,KY,894.40115
2013,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1160.1308000000001
2014,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,UT,582.3431899999999
2015,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Completed high school,US native,UT,458.35193
2011,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Bachelor's degree,US native,NC,1780.1729599999999
2009,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Associate degree,US native,NC,1517.61412
2012,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,NC,1433.23582
2009,Male,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,NC,1464.49162
2013,Female,FALSE,FALSE,23,16-24,White,Non-Hispanic,Bachelor's degree,US native,KS,569.37798
2014,Male,FALSE,FALSE,52,25-54,White,Non-Hispanic,Graduate degree,US native,PA,1144.28662
2014,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,167.85840000000002
2015,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,148.09973
2010,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Associate degree,US native,NH,182.99424
2011,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Associate degree,US native,NH,194.91811
2012,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,NH,190.52123999999998
2014,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Associate degree,US native,ME,180.06463000000002
2009,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ME,218.32197000000002
2016,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Some college,US native,NE,383.31912
2012,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Associate degree,US native,ME,211.20284
2016,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Associate degree,US native,NE,411.89018999999996
2015,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,NE,450.11502
2015,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,NE,454.97047000000003
2010,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,GA,1226.66361
